Open time,Open,High,Low,Close,Volume,Close time
2020-10-29 14:00:00.000,0.00227950,0.00227960,0.00225540,0.00226120,24224.05000000,2020-10-29 14:29:59.999
2020-10-29 14:30:00.000,0.00226120,0.00226280,0.00223840,0.00225100,61422.21000000,2020-10-29 14:59:59.999
2020-10-29 15:00:00.000,0.00225070,0.00225570,0.00224440,0.00224440,15987.41000000,2020-10-29 15:29:59.999
2020-10-29 15:30:00.000,0.00224470,0.00225800,0.00224260,0.00224320,12178.61000000,2020-10-29 15:59:59.999
2020-10-29 16:00:00.000,0.00224310,0.00224660,0.00222490,0.00222760,13881.77000000,2020-10-29 16:29:59.999
2020-10-29 16:30:00.000,0.00222830,0.00223190,0.00221360,0.00222860,22938.20000000,2020-10-29 16:59:59.999
2020-10-29 17:00:00.000,0.00222830,0.00223340,0.00222290,0.00222810,11412.18000000,2020-10-29 17:29:59.999
2020-10-29 17:30:00.000,0.00222870,0.00223520,0.00221770,0.00222390,7371.37000000,2020-10-29 17:59:59.999
2020-10-29 18:00:00.000,0.00222310,0.00222460,0.00220750,0.00221110,13957.21000000,2020-10-29 18:29:59.999
2020-10-29 18:30:00.000,0.00221140,0.00223120,0.00220830,0.00222040,19529.29000000,2020-10-29 18:59:59.999
2020-10-29 19:00:00.000,0.00222010,0.00222010,0.00221060,0.00221500,9775.36000000,2020-10-29 19:29:59.999
2020-10-29 19:30:00.000,0.00221610,0.00221690,0.00220720,0.00221210,10623.41000000,2020-10-29 19:59:59.999
2020-10-29 20:00:00.000,0.00221230,0.00222340,0.00221070,0.00221950,10106.52000000,2020-10-29 20:29:59.999
2020-10-29 20:30:00.000,0.00221950,0.00223000,0.00221910,0.00222370,6229.63000000,2020-10-29 20:59:59.999
2020-10-29 21:00:00.000,0.00222380,0.00222380,0.00221230,0.00221630,7990.39000000,2020-10-29 21:29:59.999
2020-10-29 21:30:00.000,0.00221640,0.00221860,0.00220020,0.00220400,7797.35000000,2020-10-29 21:59:59.999
2020-10-29 22:00:00.000,0.00220400,0.00220560,0.00219540,0.00219730,10486.45000000,2020-10-29 22:29:59.999
2020-10-29 22:30:00.000,0.00219730,0.00221580,0.00219590,0.00221430,12577.14000000,2020-10-29 22:59:59.999
2020-10-29 23:00:00.000,0.00221420,0.00222200,0.00220870,0.00221750,9406.47000000,2020-10-29 23:29:59.999
2020-10-29 23:30:00.000,0.00221560,0.00222370,0.00221240,0.00221770,10086.14000000,2020-10-29 23:59:59.999
2020-10-30 00:00:00.000,0.00221880,0.00223490,0.00220710,0.00223320,54048.35000000,2020-10-30 00:29:59.999
2020-10-30 00:30:00.000,0.00223380,0.00224480,0.00220970,0.00220990,47843.65000000,2020-10-30 00:59:59.999
2020-10-30 01:00:00.000,0.00221040,0.00221230,0.00219350,0.00219920,65161.53000000,2020-10-30 01:29:59.999
2020-10-30 01:30:00.000,0.00219950,0.00220090,0.00218640,0.00218830,43070.83000000,2020-10-30 01:59:59.999
2020-10-30 02:00:00.000,0.00218830,0.00219930,0.00218180,0.00218440,25579.80000000,2020-10-30 02:29:59.999
2020-10-30 02:30:00.000,0.00218520,0.00219080,0.00214070,0.00214730,61245.25000000,2020-10-30 02:59:59.999
2020-10-30 03:00:00.000,0.00214690,0.00216460,0.00214380,0.00216150,36013.36000000,2020-10-30 03:29:59.999
2020-10-30 03:30:00.000,0.00216030,0.00216100,0.00215050,0.00215140,1727.89000000,2020-10-30 03:59:59.999
